month_start,team_id,region_id,cost_category,budget_amount,actual_amount
2024-03-01,4,2,salary,116627.09,123390.74
2024-03-01,4,2,contractors,26309.47,27503.17
2024-03-01,4,2,software,13617.3,13957.3
2024-03-01,4,2,training,6529.04,6423.24
2024-03-01,4,2,travel,5049.87,4548.74
2024-03-01,4,3,salary,112244.04,110253.18
2024-03-01,4,3,contractors,24930.82,26501.12
2024-03-01,4,3,software,12172.34,12400.84
2024-03-01,4,3,training,6569.18,6890.21
2024-03-01,4,3,travel,5003.65,4994.75
2024-03-01,4,4,salary,73871.21,71913.39
2024-03-01,4,4,contractors,16223.54,16445.2
2024-03-01,4,4,software,8555.58,8350.48
2024-03-01,4,4,training,4431.08,4559.22
2024-03-01,4,4,travel,3222.31,3555.31
2024-03-01,5,1,salary,54662.26,54197.79
2024-03-01,5,1,contractors,11798.68,12918.28
2024-03-01,5,1,software,6530.93,6408.77
2024-03-01,5,1,training,3032.83,3095.39
2024-03-01,5,1,travel,2304.97,2329.13
2024-03-01,5,2,salary,89921.95,94663.15
2024-03-01,5,2,contractors,18726.46,19079.59
2024-03-01,5,2,software,10397.71,11081.6
2024-03-01,5,2,training,5091.58,5000.62
2024-03-01,5,2,travel,3858.42,3761.48
2024-03-01,5,3,salary,75071.17,74949.39
2024-03-01,5,3,contractors,16808.75,17049.09
2024-03-01,5,3,software,8694.32,8684.05
2024-03-01,5,3,training,4273.96,4592.7
2024-03-01,5,3,travel,3219.88,3513.18
2024-03-01,5,4,salary,49478.98,45905.61
2024-03-01,5,4,contractors,10649.02,11184.48
2024-03-01,5,4,software,5682.91,5580.76
2024-03-01,5,4,training,2910.98,3005.54
2024-03-01,5,4,travel,2130.62,2134.95
2024-04-01,1,1,salary,118228.74,124853.7
2024-04-01,1,1,contractors,27231.76,27852.05
2024-04-01,1,1,software,14720.03,15376.15
2024-04-01,1,1,training,6970.1,6811.63
2024-04-01,1,1,travel,5495.99,5530.6
2024-04-01,1,2,salary,203123.47,209642.69
2024-04-01,1,2,contractors,44363.23,42129.45
2024-04-01,1,2,software,22513.96,23157.98
2024-04-01,1,2,training,10840.34,11150.7
2024-04-01,1,2,travel,8892.08,9722.86
2024-04-01,1,3,salary,168581.29,171127.19
2024-04-01,1,3,contractors,34644.01,33516.39
2024-04-01,1,3,software,20492.51,21967.25
2024-04-01,1,3,training,9566.21,9033.21
2024-04-01,1,3,travel,7645.42,7311.1
2024-04-01,1,4,salary,110026.04,112384.04
2024-04-01,1,4,contractors,22234.73,22406.09
2024-04-01,1,4,software,11947.88,11594.02
2024-04-01,1,4,training,6197.0,6206.44
2024-04-01,1,4,travel,4626.85,4250.03
2024-04-01,2,1,salary,106799.67,106395.68
2024-04-01,2,1,contractors,22563.48,19823.99
2024-04-01,2,1,software,11722.29,10988.32
2024-04-01,2,1,training,6149.84,6354.85
2024-04-01,2,1,travel,4757.14,4421.58
2024-04-01,2,2,salary,149294.58,150021.26
2024-04-01,2,2,contractors,30155.57,28164.71
2024-04-01,2,2,software,16235.91,15307.42
2024-04-01,2,2,training,7692.25,7817.27
2024-04-01,2,2,travel,5994.57,6040.22
2024-04-01,2,3,salary,165996.97,160095.98
2024-04-01,2,3,contractors,34791.08,34842.1
2024-04-01,2,3,software,19348.99,20062.44
2024-04-01,2,3,training,9422.22,8559.7
2024-04-01,2,3,travel,7202.54,7466.91
2024-04-01,2,4,salary,97315.08,102623.03
2024-04-01,2,4,contractors,20476.9,20097.76
2024-04-01,2,4,software,10857.8,11250.46
2024-04-01,2,4,training,5332.37,5392.22
2024-04-01,2,4,travel,4006.33,3863.76
2024-04-01,3,1,salary,98802.38,99617.63
2024-04-01,3,1,contractors,20839.54,20232.2
2024-04-01,3,1,software,10946.28,11418.5
2024-04-01,3,1,training,5400.97,5143.68
2024-04-01,3,1,travel,4255.79,4452.49
2024-04-01,3,2,salary,138134.54,139943.06
2024-04-01,3,2,contractors,28730.51,31469.18
2024-04-01,3,2,software,15815.22,15264.49
2024-04-01,3,2,training,7917.77,7918.92
2024-04-01,3,2,travel,5897.35,6234.39
2024-04-01,3,3,salary,139381.33,138175.03
2024-04-01,3,3,contractors,28953.58,30517.1
2024-04-01,3,3,software,16178.14,16272.56
2024-04-01,3,3,training,8053.45,8180.39
2024-04-01,3,3,travel,5870.89,5795.74
2024-04-01,3,4,salary,86219.35,93109.55
2024-04-01,3,4,contractors,17734.7,18336.59
2024-04-01,3,4,software,10467.08,10351.32
2024-04-01,3,4,training,4864.93,5322.7
2024-04-01,3,4,travel,3760.81,3837.32
2024-04-01,4,1,salary,77686.16,77257.01
2024-04-01,4,1,contractors,16919.32,17609.82
2024-04-01,4,1,software,8408.49,8199.74
2024-04-01,4,1,training,4585.21,4460.48
2024-04-01,4,1,travel,3162.71,3173.03
2024-04-01,4,2,salary,126958.48,133135.82
2024-04-01,4,2,contractors,26702.57,28922.79
2024-04-01,4,2,software,14406.57,14637.27
2024-04-01,4,2,training,7251.57,6638.99
2024-04-01,4,2,travel,5654.36,6368.7
2024-04-01,4,3,salary,112432.14,119931.76
2024-04-01,4,3,contractors,24909.8,24793.34
2024-04-01,4,3,software,12888.0,13458.39
2024-04-01,4,3,training,6891.95,6581.84
2024-04-01,4,3,travel,4980.0,5030.03
2024-04-01,4,4,salary,73489.36,67138.54
2024-04-01,4,4,contractors,16689.14,16435.58
2024-04-01,4,4,software,8036.58,8108.25
2024-04-01,4,4,training,4076.8,4466.81
2024-04-01,4,4,travel,3140.85,3342.41
2024-04-01,5,1,salary,54954.55,58122.01
2024-04-01,5,1,contractors,11015.12,10853.53
2024-04-01,5,1,software,6474.94,6642.47
2024-04-01,5,1,training,2989.1,3086.89
2024-04-01,5,1,travel,2309.54,2269.29
2024-04-01,5,2,salary,81535.91,83264.55
2024-04-01,5,2,contractors,17620.49,18339.64
2024-04-01,5,2,software,9154.4,9448.71
2024-04-01,5,2,training,4681.19,4779.05
2024-04-01,5,2,travel,3540.14,3548.41
2024-04-01,5,3,salary,82516.85,82091.12
2024-04-01,5,3,contractors,17825.62,18609.94
2024-04-01,5,3,software,9648.7,9196.11
2024-04-01,5,3,training,4969.16,5243.52
2024-04-01,5,3,travel,3512.58,3439.99
2024-04-01,5,4,salary,52200.77,54267.84
2024-04-01,5,4,contractors,12097.03,12719.75
2024-04-01,5,4,software,6293.61,6722.26
2024-04-01,5,4,training,3125.17,3062.13
2024-04-01,5,4,travel,2260.44,2484.26
2024-05-01,1,1,salary,110307.66,111469.91
2024-05-01,1,1,contractors,23444.95,23480.09
2024-05-01,1,1,software,12741.09,11913.33
2024-05-01,1,1,training,6254.41,6136.85
2024-05-01,1,1,travel,4818.97,5232.96
2024-05-01,1,2,salary,172613.62,174687.84
2024-05-01,1,2,contractors,37710.15,38159.61
2024-05-01,1,2,software,21318.0,22157.58
2024-05-01,1,2,training,11114.58,10809.35
2024-05-01,1,2,travel,7631.51,7883.16
2024-05-01,1,3,salary,175313.67,165009.36
2024-05-01,1,3,contractors,36282.17,39819.94
2024-05-01,1,3,software,19470.84,19510.02
2024-05-01,1,3,training,9678.38,9568.59
2024-05-01,1,3,travel,7395.17,7821.74
2024-05-01,1,4,salary,112037.45,116892.7
2024-05-01,1,4,contractors,22927.65,24201.73
2024-05-01,1,4,software,12510.14,12839.84
2024-05-01,1,4,training,6294.05,6908.79
2024-05-01,1,4,travel,4571.87,4838.14
2024-05-01,2,1,salary,125885.01,126028.57
2024-05-01,2,1,contractors,25751.22,26379.92
2024-05-01,2,1,software,13115.42,13890.23
2024-05-01,2,1,training,7136.57,7256.21
2024-05-01,2,1,travel,5290.14,5290.45
2024-05-01,2,2,salary,168867.86,178188.67
2024-05-01,2,2,contractors,36838.52,35434.13
2024-05-01,2,2,software,19188.93,19482.09
2024-05-01,2,2,training,9084.04,9360.61
2024-05-01,2,2,travel,7407.54,6940.39
2024-05-01,2,3,salary,145178.14,150005.14
2024-05-01,2,3,contractors,31964.86,32868.45
2024-05-01,2,3,software,16786.17,17261.09
2024-05-01,2,3,training,8323.19,8199.39
2024-05-01,2,3,travel,6296.89,6117.2
2024-05-01,2,4,salary,102971.14,117587.43
2024-05-01,2,4,contractors,22594.36,26191.19
2024-05-01,2,4,software,12531.55,12897.98
2024-05-01,2,4,training,5988.7,6039.84
2024-05-01,2,4,travel,4422.25,4433.31
2024-05-01,3,1,salary,95174.59,102941.78
2024-05-01,3,1,contractors,20997.96,20780.18
2024-05-01,3,1,software,10740.92,10621.77
2024-05-01,3,1,training,5685.74,6006.68
2024-05-01,3,1,travel,4269.31,4277.95
2024-05-01,3,2,salary,153614.43,153698.57
2024-05-01,3,2,contractors,33477.35,34138.73
2024-05-01,3,2,software,17937.95,18667.65
2024-05-01,3,2,training,8941.6,8164.55
2024-05-01,3,2,travel,6857.1,6591.43
2024-05-01,3,3,salary,135880.34,137374.71
2024-05-01,3,3,contractors,27129.18,27247.25
2024-05-01,3,3,software,14148.27,15151.91
2024-05-01,3,3,training,7727.0,7691.62
2024-05-01,3,3,travel,6023.71,5755.75
2024-05-01,3,4,salary,99403.48,93352.96
2024-05-01,3,4,contractors,22547.21,22534.37
2024-05-01,3,4,software,11331.6,11032.79
2024-05-01,3,4,training,5538.0,5498.04
2024-05-01,3,4,travel,4414.06,4630.97
2024-05-01,4,1,salary,85608.39,91498.18
2024-05-01,4,1,contractors,18040.48,19199.53
2024-05-01,4,1,software,9892.35,10537.71
2024-05-01,4,1,training,4700.23,4234.08
2024-05-01,4,1,travel,3426.54,3189.02
2024-05-01,4,2,salary,112024.88,116438.44
2024-05-01,4,2,contractors,25272.45,25380.14
2024-05-01,4,2,software,13449.61,13545.45
2024-05-01,4,2,training,6482.21,6227.33
2024-05-01,4,2,travel,5008.6,4996.09
2024-05-01,4,3,salary,107820.95,105464.19
2024-05-01,4,3,contractors,25258.26,24926.9
2024-05-01,4,3,software,12521.26,12757.75
2024-05-01,4,3,training,6251.03,5958.95
2024-05-01,4,3,travel,4913.45,4867.4
2024-05-01,4,4,salary,75799.07,80798.41
2024-05-01,4,4,contractors,16844.46,16707.27
2024-05-01,4,4,software,8696.94,9218.81
2024-05-01,4,4,training,4640.95,4672.83
2024-05-01,4,4,travel,3522.23,3583.17
2024-05-01,5,1,salary,56685.71,57033.9
2024-05-01,5,1,contractors,12287.29,12876.44
2024-05-01,5,1,software,6536.05,6764.71
2024-05-01,5,1,training,3250.62,3033.2
2024-05-01,5,1,travel,2461.87,2518.8
2024-05-01,5,2,salary,85713.82,93424.46
2024-05-01,5,2,contractors,18122.83,19590.86
2024-05-01,5,2,software,9620.33,10073.69
2024-05-01,5,2,training,5095.56,5326.27
2024-05-01,5,2,travel,3721.79,3782.0
2024-05-01,5,3,salary,79434.26,77494.58
2024-05-01,5,3,contractors,17434.06,16571.85
2024-05-01,5,3,software,9208.54,9109.95
2024-05-01,5,3,training,4758.82,5117.48
2024-05-01,5,3,travel,3391.12,3683.76
2024-05-01,5,4,salary,57882.63,57565.66
2024-05-01,5,4,contractors,11551.58,11524.15
2024-05-01,5,4,software,6433.13,6485.92
2024-05-01,5,4,training,3047.33,2854.14
2024-05-01,5,4,travel,2328.71,2345.55
2024-06-01,1,1,salary,120941.02,121659.88
2024-06-01,1,1,contractors,24523.79,23731.12
2024-06-01,1,1,software,14751.12,15752.15
2024-06-01,1,1,training,6914.5,6984.07
2024-06-01,1,1,travel,5187.36,5197.01
2024-06-01,1,2,salary,199147.14,185265.14
2024-06-01,1,2,contractors,42140.63,42518.16
2024-06-01,1,2,software,22362.62,23048.72
2024-06-01,1,2,training,11257.12,12149.27
2024-06-01,1,2,travel,8195.7,8664.52
2024-06-01,1,3,salary,168929.46,188173.53
2024-06-01,1,3,contractors,35177.89,35143.09
2024-06-01,1,3,software,20722.96,20085.19
2024-06-01,1,3,training,9444.88,9153.88
2024-06-01,1,3,travel,7071.31,6928.93
2024-06-01,1,4,salary,120474.42,120007.42
2024-06-01,1,4,contractors,26763.36,27721.88
2024-06-01,1,4,software,14882.8,15683.71
2024-06-01,1,4,training,7183.74,7342.69
2024-06-01,1,4,travel,5262.05,5321.21
2024-06-01,2,1,salary,114622.55,130824.94
2024-06-01,2,1,contractors,24492.5,26123.53
2024-06-01,2,1,software,13045.5,13914.22
2024-06-01,2,1,training,6478.29,6458.1
2024-06-01,2,1,travel,5292.84,5557.83
2024-06-01,2,2,salary,172362.17,175574.71
2024-06-01,2,2,contractors,35401.43,35024.69
2024-06-01,2,2,software,19455.29,18641.09
2024-06-01,2,2,training,9593.69,9961.87
2024-06-01,2,2,travel,7131.41,7216.45
2024-06-01,2,3,salary,136195.42,127805.93
2024-06-01,2,3,contractors,30656.57,30978.3
2024-06-01,2,3,software,16533.55,16202.24
2024-06-01,2,3,training,8775.95,9564.58
2024-06-01,2,3,travel,6065.72,6469.95
2024-06-01,2,4,salary,98288.31,99580.9
2024-06-01,2,4,contractors,20930.15,22478.85
2024-06-01,2,4,software,11398.85,12177.99
2024-06-01,2,4,training,5593.85,5775.11
2024-06-01,2,4,travel,4060.0,4115.53
2024-06-01,3,1,salary,102911.82,109323.63
2024-06-01,3,1,contractors,21991.51,24039.43
2024-06-01,3,1,software,11589.44,12801.58
2024-06-01,3,1,training,5763.92,5975.43
2024-06-01,3,1,travel,4209.17,3930.97
2024-06-01,3,2,salary,145581.42,143697.34
2024-06-01,3,2,contractors,30754.7,28907.09
2024-06-01,3,2,software,15693.42,15043.91
2024-06-01,3,2,training,8001.82,8525.48
2024-06-01,3,2,travel,5981.54,6197.62
2024-06-01,3,3,salary,127120.08,134522.48
2024-06-01,3,3,contractors,27292.53,26957.51
2024-06-01,3,3,software,15041.14,15545.78
2024-06-01,3,3,training,7586.55,7421.51
2024-06-01,3,3,travel,5505.4,5347.93
2024-06-01,3,4,salary,88384.93,89485.33
2024-06-01,3,4,contractors,19184.43,18729.14
2024-06-01,3,4,software,10799.71,11529.8
2024-06-01,3,4,training,5012.86,4946.11
2024-06-01,3,4,travel,3976.03,4182.98
2024-06-01,4,1,salary,80296.09,84851.0
2024-06-01,4,1,contractors,17727.36,18404.45
2024-06-01,4,1,software,9453.34,8897.01
2024-06-01,4,1,training,4820.21,5158.28
2024-06-01,4,1,travel,3323.99,3117.85
2024-06-01,4,2,salary,125096.5,121920.03
2024-06-01,4,2,contractors,27959.51,28333.93
2024-06-01,4,2,software,14982.79,15838.33
2024-06-01,4,2,training,7396.38,7485.55
2024-06-01,4,2,travel,5436.87,5838.98
2024-06-01,4,3,salary,109753.69,110824.63
2024-06-01,4,3,contractors,25175.67,25940.45
2024-06-01,4,3,software,12758.53,12343.17
2024-06-01,4,3,training,6220.95,6523.28
2024-06-01,4,3,travel,4922.47,5465.64
2024-06-01,4,4,salary,80051.68,84345.25
2024-06-01,4,4,contractors,16996.99,16948.79
2024-06-01,4,4,software,9231.43,10168.64
2024-06-01,4,4,training,4652.65,4925.61
2024-06-01,4,4,travel,3409.26,3708.24
2024-06-01,5,1,salary,54376.22,52777.54
2024-06-01,5,1,contractors,12821.04,13589.43
2024-06-01,5,1,software,6303.55,6577.72
2024-06-01,5,1,training,3085.74,3151.83
2024-06-01,5,1,travel,2475.26,2584.64
